EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,Gender_Male,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
2388,0,34,131,2,86,1,4538,6039,0,1,1,12,3,4,80,0,4,3,3,3,2,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2389,0,51,237,9,83,2,19847,19196,4,1,1,24,4,1,80,1,31,5,2,29,10,11,10,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2390,0,59,1429,18,67,4,10512,20002,6,1,0,12,3,4,80,0,25,6,2,9,7,5,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2391,0,34,135,19,46,2,4444,22534,4,1,0,13,3,3,80,2,15,2,4,11,8,5,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2392,0,28,791,1,44,3,2154,6842,0,1,1,11,3,3,80,0,5,2,2,4,2,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2393,0,44,1199,4,92,1,19190,17477,1,1,0,14,3,4,80,2,26,4,2,25,9,14,13,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2394,0,34,648,11,56,2,4490,21833,4,1,0,11,3,4,80,2,14,5,4,10,9,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2395,0,35,735,6,66,3,3506,6020,0,1,1,14,3,4,80,0,4,3,3,3,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2396,0,42,603,7,78,2,2372,5628,6,1,1,16,3,4,80,0,18,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2397,0,43,531,4,56,4,10231,20364,3,1,0,14,3,4,80,0,23,3,4,21,7,15,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2398,0,36,429,2,53,2,5410,2323,9,1,1,11,3,4,80,0,18,2,3,16,14,5,12,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2399,1,44,621,15,73,4,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2400,0,28,193,2,52,4,3867,14222,1,1,1,12,3,2,80,1,2,2,3,2,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2401,0,51,968,6,40,3,2838,4257,0,1,0,14,3,2,80,0,8,6,2,7,0,7,7,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2402,0,30,879,9,72,3,4695,12858,7,1,1,18,3,3,80,0,10,3,3,8,4,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2403,1,29,806,7,39,3,3339,17285,3,1,1,13,3,1,80,2,10,2,3,7,7,7,7,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2404,0,28,640,1,84,1,2080,4732,2,1,0,11,3,2,80,0,5,2,2,3,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2405,0,25,266,1,40,2,2096,18830,1,1,0,18,3,4,80,0,2,3,2,2,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2406,0,32,604,8,56,4,6209,11693,1,1,0,15,3,3,80,2,10,4,4,10,7,0,8,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2407,0,45,364,25,83,2,18061,13035,3,1,0,22,4,3,80,0,22,4,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2408,0,39,412,13,94,2,17123,17334,6,1,1,13,3,4,80,2,21,4,3,19,9,15,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2409,0,58,848,23,88,3,2372,26076,1,1,0,12,3,4,80,2,2,3,3,2,2,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2410,1,32,1089,7,79,3,4883,22845,1,1,0,18,3,1,80,1,10,3,3,10,4,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2411,1,39,360,23,93,1,3904,22154,0,1,0,13,3,1,80,0,6,2,3,5,2,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2412,0,30,1138,6,48,4,4627,23631,0,1,0,12,3,1,80,1,10,6,3,9,2,6,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2413,0,36,325,10,63,3,7094,5747,3,1,0,12,3,1,80,0,10,0,3,7,7,1,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2414,0,46,991,1,44,1,3423,22957,6,1,0,12,3,3,80,0,10,3,4,7,6,5,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2415,0,28,1476,1,55,4,6674,16392,0,1,0,11,3,1,80,3,10,6,3,9,8,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2416,0,50,1322,28,43,1,16880,22422,4,1,1,11,3,2,80,0,25,2,3,3,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2417,1,40,299,25,57,2,9094,17235,2,1,1,12,3,3,80,0,9,2,3,5,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2418,1,52,1030,5,64,2,8446,21534,9,1,1,19,3,3,80,0,10,2,2,8,7,7,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2419,0,30,634,17,95,1,11916,25927,1,1,1,23,4,4,80,2,9,2,3,9,1,0,8,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2420,0,39,524,18,32,3,4534,13352,0,1,0,11,3,1,80,0,9,6,3,8,7,1,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2421,0,31,587,2,57,3,9852,8935,1,1,1,19,3,1,80,1,10,5,2,10,8,9,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2422,0,41,256,10,40,2,6151,22074,1,1,0,13,3,1,80,0,19,4,3,19,2,11,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2423,1,31,1060,1,54,2,2302,8319,1,1,1,11,3,1,80,0,3,2,4,3,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2424,1,44,935,3,89,1,2362,14669,4,1,0,12,3,3,80,0,10,4,4,3,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2425,0,42,495,2,37,3,17861,26582,0,1,1,13,3,4,80,0,21,3,2,20,8,2,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2426,0,55,282,2,58,3,19187,6992,4,1,0,14,3,4,80,1,23,5,3,19,9,9,11,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2427,0,56,206,8,99,2,19717,4022,6,1,0,14,3,1,80,0,36,4,3,7,3,7,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2428,0,40,458,16,74,3,3544,8532,9,1,0,16,3,2,80,1,6,0,3,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2429,0,34,943,9,86,4,8500,5494,0,1,0,11,3,4,80,1,10,0,2,9,7,1,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2430,0,40,523,2,98,4,4661,22455,1,1,0,13,3,3,80,0,9,4,3,9,8,8,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2431,0,41,1018,1,66,1,4103,4297,0,1,0,17,3,4,80,1,10,2,3,9,3,1,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2432,0,35,482,4,87,3,4249,2690,1,1,1,11,3,2,80,0,9,3,3,9,6,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2433,0,51,770,5,84,2,14026,17588,1,1,1,11,3,2,80,1,33,2,3,33,9,0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2434,0,38,1009,2,31,1,6893,19461,3,1,0,15,3,4,80,1,11,3,3,7,7,1,7,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2435,0,34,507,15,66,1,6125,23553,1,1,0,12,3,4,80,0,10,6,4,10,8,9,6,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2436,0,25,882,19,67,4,3669,9075,3,1,0,11,3,3,80,3,7,6,2,3,2,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2437,1,58,601,7,53,1,10008,12023,7,1,1,14,3,4,80,0,31,0,2,10,9,5,9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2438,0,40,329,1,88,2,2387,6762,3,1,0,22,4,3,80,1,7,3,3,4,2,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2439,0,36,607,7,83,1,4639,2261,2,1,0,16,3,4,80,1,17,2,2,15,7,6,13,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2440,0,48,855,4,54,4,7898,18706,1,1,0,11,3,3,80,0,11,2,3,10,9,0,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2441,0,27,1291,11,98,4,2534,6527,8,1,0,14,3,2,80,1,5,4,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2442,0,51,1405,11,82,2,13142,24439,3,1,0,16,3,2,80,0,29,1,2,5,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2443,0,18,1124,1,97,4,1611,19305,1,1,0,15,3,3,80,0,0,5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2444,0,35,817,1,60,4,5363,10846,0,1,0,12,3,2,80,1,10,0,3,9,7,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2445,0,27,793,2,43,4,5071,20392,3,1,0,20,4,2,80,0,8,3,3,6,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2446,1,55,267,13,85,3,13695,9277,6,1,1,17,3,3,80,0,24,2,2,19,7,3,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2447,0,56,1369,23,68,2,13402,18235,4,1,1,12,3,1,80,1,33,0,3,19,16,15,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2448,0,34,999,26,92,3,2029,15891,1,1,0,20,4,3,80,3,5,2,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2449,0,40,1202,2,89,3,6377,13888,5,1,0,20,4,2,80,3,15,0,3,12,11,11,8,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,0,34,285,29,86,3,5429,17491,4,1,0,13,3,1,80,2,10,1,3,8,7,7,7,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2451,1,31,703,2,90,4,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2452,1,35,662,18,67,3,4614,23288,0,1,1,18,3,3,80,1,5,0,2,4,2,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2453,0,38,693,7,57,3,2610,15748,1,1,0,11,3,4,80,3,4,2,3,4,2,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2454,0,34,404,2,98,4,6687,6163,1,1,0,11,3,4,80,0,14,2,4,14,11,4,11,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2455,0,28,736,26,48,1,4724,24232,1,1,0,11,3,3,80,1,5,0,3,5,3,0,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2456,1,31,330,22,98,3,6179,21057,1,1,1,15,3,4,80,2,10,3,2,10,2,6,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2457,0,39,1498,21,44,4,6120,3567,3,1,1,12,3,4,80,2,8,2,4,5,4,1,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2458,0,51,541,2,52,2,10596,15395,2,1,0,11,3,2,80,0,14,5,3,4,2,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2459,0,41,1200,22,75,4,5467,13953,3,1,1,14,3,1,80,2,12,4,2,6,2,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2460,0,37,1439,4,54,3,2996,5182,7,1,1,15,3,4,80,0,8,2,3,6,4,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2461,0,33,1111,5,61,4,9998,19293,6,1,0,13,3,1,80,0,8,2,4,5,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2462,0,32,499,2,36,2,4078,20497,0,1,1,13,3,1,80,3,4,3,2,3,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2463,0,39,1485,25,71,3,10920,3449,3,1,0,21,4,2,80,1,13,2,3,6,4,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2464,0,25,1372,18,93,3,6232,12477,2,1,0,11,3,2,80,0,6,3,2,3,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2465,0,52,322,28,59,3,13247,9731,2,1,1,11,3,2,80,1,24,3,2,5,3,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2466,0,43,930,6,73,3,4081,20003,1,1,1,14,3,1,80,0,20,3,1,20,7,1,8,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2467,0,27,205,10,98,4,5769,7100,1,1,1,11,3,4,80,0,6,3,3,6,2,4,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2468,1,27,135,17,51,3,2394,25681,1,1,1,13,3,4,80,0,8,2,3,8,2,7,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2469,0,26,683,2,36,4,3904,4050,0,1,0,12,3,4,80,0,5,2,3,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2470,0,42,1147,10,31,1,16799,16616,0,1,0,14,3,3,80,1,21,5,3,20,7,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2471,0,52,258,8,54,1,2950,17363,9,1,0,13,3,3,80,0,12,2,1,5,4,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2472,0,37,1462,11,94,3,3629,19106,4,1,0,18,3,1,80,0,8,6,3,3,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2473,0,35,200,18,60,4,9362,19944,2,1,0,11,3,3,80,0,10,2,3,2,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2474,0,25,949,1,81,4,3229,4910,4,1,0,11,3,2,80,1,7,2,2,3,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2475,0,26,652,7,100,1,3578,23577,0,1,0,12,3,4,80,0,8,2,3,7,7,0,7,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2476,0,29,332,17,51,1,7988,9769,1,1,0,13,3,1,80,0,10,3,2,10,9,0,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2477,1,49,1475,28,97,1,4284,22710,3,1,0,20,4,1,80,0,20,2,3,4,3,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2478,1,29,337,14,84,4,7553,22930,0,1,1,12,3,1,80,0,9,1,3,8,7,7,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2479,0,54,971,1,54,4,17328,5652,6,1,0,19,3,4,80,0,29,3,2,20,7,12,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2480,0,58,1055,1,76,1,19701,22456,3,1,1,21,4,3,80,1,32,3,3,9,8,1,5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2481,0,55,1136,1,81,4,14732,12414,2,1,0,13,3,4,80,2,31,4,4,7,7,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2482,0,36,1174,3,99,2,9278,20763,3,1,1,16,3,4,80,0,15,3,3,5,4,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2483,1,31,667,1,50,3,1359,16154,1,1,0,12,3,2,80,0,1,3,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2484,0,30,855,7,73,1,4779,12761,7,1,0,14,3,2,80,2,8,3,3,3,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2485,0,31,182,8,93,2,16422,8847,3,1,0,11,3,3,80,0,9,3,4,3,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2486,0,34,560,1,91,1,2996,20284,5,1,0,14,3,3,80,2,10,2,3,4,3,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2487,1,31,202,8,34,2,1261,22262,1,1,0,12,3,3,80,0,1,3,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2488,0,27,1377,11,91,1,2099,7679,0,1,0,14,3,2,80,0,6,3,4,5,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2489,0,36,172,4,37,4,5810,22604,1,1,0,16,3,3,80,0,10,2,2,10,4,1,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2490,0,36,329,16,98,1,5647,13494,4,1,0,13,3,1,80,2,11,3,2,3,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2491,0,47,465,1,74,4,3420,10205,7,1,0,12,3,3,80,1,17,2,2,6,5,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2492,1,25,383,9,68,1,4400,15182,3,1,0,12,3,1,80,0,6,2,3,3,2,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2493,0,37,1413,5,84,3,3500,25470,0,1,0,14,3,1,80,0,7,2,1,6,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2494,0,56,1255,1,90,1,2066,10494,2,1,0,22,4,4,80,1,5,3,4,3,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2495,0,47,359,2,82,3,17169,26703,3,1,0,19,3,2,80,2,26,2,4,20,17,5,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2496,0,24,1476,4,42,3,4162,15211,1,1,1,12,3,3,80,2,5,3,3,5,4,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2497,0,32,601,7,97,4,9204,23343,4,1,0,12,3,3,80,1,7,3,2,4,3,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2498,0,34,401,1,86,2,3294,3708,5,1,0,17,3,1,80,1,7,2,2,5,4,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2499,0,41,1283,5,90,3,2127,5561,2,1,1,12,3,1,80,0,7,5,2,4,2,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
